# t 	 y 	 e
0.47 	 5.49 	 0.26
1.41 	 4.08 	 0.12
2.36 	 3.54 	 0.27
3.3 	 2.61 	 0.1
4.24 	 2.09 	 0.15
5.18 	 1.91 	 0.11
6.13 	 1.55 	 0.13
7.07 	 1.47 	 0.07
8.01 	 1.45 	 0.15
8.95 	 1.25 	 0.09


# t 	 A*exp(-t/T)+B
0.47 	 5.38042
0.5548 	 5.2505
0.6396 	 5.1245
0.7244 	 5.00229
0.8092 	 4.88376
0.894 	 4.7688
0.9788 	 4.65729
1.0636 	 4.54915
1.1484 	 4.44426
1.2332 	 4.34252
1.318 	 4.24385
1.4028 	 4.14815
1.4876 	 4.05533
1.5724 	 3.9653
1.6572 	 3.87799
1.742 	 3.7933
1.8268 	 3.71116
1.9116 	 3.63149
1.9964 	 3.55422
2.0812 	 3.47928
2.166 	 3.40659
2.2508 	 3.33609
2.3356 	 3.26771
2.4204 	 3.20139
2.5052 	 3.13707
2.59 	 3.07468
2.6748 	 3.01418
2.7596 	 2.95549
2.8444 	 2.89857
2.9292 	 2.84336
3.014 	 2.78981
3.0988 	 2.73788
3.1836 	 2.68751
3.2684 	 2.63865
3.3532 	 2.59127
3.438 	 2.54531
3.5228 	 2.50074
3.6076 	 2.4575
3.6924 	 2.41557
3.7772 	 2.3749
3.862 	 2.33546
3.9468 	 2.2972
4.0316 	 2.26009
4.1164 	 2.22411
4.2012 	 2.1892
4.286 	 2.15534
4.3708 	 2.12251
4.4556 	 2.09066
4.5404 	 2.05977
4.6252 	 2.02981
4.71 	 2.00075
4.7948 	 1.97257
4.8796 	 1.94524
4.9644 	 1.91872
5.0492 	 1.89301
5.134 	 1.86807
5.2188 	 1.84388
5.3036 	 1.82042
5.3884 	 1.79766
5.4732 	 1.77559
5.558 	 1.75419
5.6428 	 1.73343
5.7276 	 1.71329
5.8124 	 1.69376
5.8972 	 1.67482
5.982 	 1.65645
6.0668 	 1.63863
6.1516 	 1.62134
6.2364 	 1.60458
6.3212 	 1.58832
6.406 	 1.57256
6.4908 	 1.55726
6.5756 	 1.54243
6.6604 	 1.52804
6.7452 	 1.51409
6.83 	 1.50055
6.9148 	 1.48743
6.9996 	 1.47469
7.0844 	 1.46235
7.1692 	 1.45037
7.254 	 1.43875
7.3388 	 1.42749
7.4236 	 1.41656
7.5084 	 1.40596
7.5932 	 1.39568
7.678 	 1.38571
7.7628 	 1.37604
7.8476 	 1.36666
7.9324 	 1.35757
8.0172 	 1.34874
8.102 	 1.34019
8.1868 	 1.33189
8.2716 	 1.32384
8.3564 	 1.31603
8.4412 	 1.30846
8.526 	 1.30111
8.6108 	 1.29399
8.6956 	 1.28708
8.7804 	 1.28038
8.8652 	 1.27388
8.95 	 1.26758
9.0348 	 1.26146
